eeg_emotion,feature_similarity_score,fragment_alignment_score
HVHA,0.8266441457266006,0.8545718916480549
HVLA,0.7768233398170779,0.8141970342858688
LVHA,0.7475439159409909,0.8120023166097458
LVLA,0.7959880875285181,0.8357670546436381
